ID,CUSTOMER_ID,ORDER_DATE,ORDER_STATUS,LOADED_AT
b1c05b23-eec6-4289-9f84-94416a4bda6c,5aa3be10-7e2b-46f9-ade2-9ec7d87c916c,2025-07-20,delivered,2025-07-22 07:06:46.323
bcf4308e-5680-4347-9e61-05f2ca45e8b1,0a4ca8fa-c139-4786-b2a6-eb371846935e,2025-07-07,delivered,2025-07-22 07:06:46.323
1a389e21-b6c6-4443-9612-b4764c134313,6d5a4bb2-74b4-4f59-95df-c3e1b9c8cd95,2025-07-09,shipped,2025-07-22 07:06:46.323
0944d219-e58e-4698-a6ab-84899017574b,178c3c40-aab3-4986-aafb-fabf8495c91e,2025-07-15,shipped,2025-07-22 07:06:46.323
4b117ae4-7646-40f9-b49e-6e21fcadea50,6e83bf9d-d8e9-4685-8c2d-3534247768c6,2025-07-11,shipped,2025-07-22 07:06:46.323
c63c060f-9322-4d3d-b7f8-484c272973d8,3aa48fe2-717d-4966-8422-946bb99c6723,2025-07-15,delivered,2025-07-22 07:06:46.323
fe7dfaad-e672-48fb-84fe-6d0c40af4580,5fa3fe07-a160-4fb6-81fe-fb000871011c,2025-07-03,shipped,2025-07-22 07:06:46.323
2c92867d-6c8e-41fd-8d5c-ad3c4756a609,6f426d4a-3e20-4707-87f6-b11c4a6d1436,2025-07-05,shipped,2025-07-22 07:06:46.324
c89d3e57-07a1-476d-9973-58948bf20a40,8a5ec53d-5518-4cb5-8ca9-d46557c73c99,2025-06-26,shipped,2025-07-22 07:06:46.324
c0ed29f0-678f-48ed-808b-efd42374e384,27ab2145-b65d-42e6-a70e-92852dc6824d,2025-07-17,shipped,2025-07-22 07:06:46.324
7bda0145-b623-449f-b4ee-c79f7a288638,0595b6d8-0067-4f85-aee8-31814d21902c,2025-06-30,shipped,2025-07-22 07:06:46.324
59ade06f-4ef1-4257-ad96-efa966d8c697,d5f01942-adef-4732-99d0-c30a5f3e9be4,2025-06-26,delivered,2025-07-22 07:06:46.324
ab2c326a-dd8d-4f02-b01a-11e6bb3483e0,20685f6d-24be-4e65-8326-15f029bfffd5,2025-07-19,shipped,2025-07-22 07:06:46.324
5ff7d914-da84-40af-b608-3e430ab41df2,e9fc878b-6159-41ed-8fbb-1cfd54a111b5,2025-07-16,shipped,2025-07-22 07:06:46.324
4905de99-ac7c-4e69-b5f3-73ec29687752,7dc4f711-65db-4cc1-8cc8-3bbc94ff918b,2025-06-24,delivered,2025-07-22 07:06:46.324
21b6c019-7cca-4de0-b40c-048eefea40be,ef1f5ef0-4a0d-4373-ae58-c5ea55e4cdf3,2025-06-24,shipped,2025-07-22 07:06:46.325
23ad8b4d-e20e-44f7-a49e-ae33b8998fc9,b5936d66-e3a2-447a-8fc5-22bc26f31f86,2025-07-22,delivered,2025-07-22 07:06:46.325
7124ac41-7b2d-44ed-91ee-5de427e08f1e,c555e8e7-cf4c-4f95-b7bd-196f8aed1ae6,2025-07-20,shipped,2025-07-22 07:06:46.325
46defab6-bdb1-43d0-8673-5f9973360787,494ee7e0-b473-4829-95d5-a4641884e55c,2025-07-16,shipped,2025-07-22 07:06:46.325
9edd4b2f-27e4-4624-abd4-68b1ac659ab0,4338ea2e-6975-48ba-aba8-b7bcc01c514d,2025-06-27,shipped,2025-07-22 07:06:46.325
17bc4fed-7d42-4bc4-a77f-88d2c917e1cb,23adcb39-c83f-492e-a204-85eccafe8862,2025-07-10,shipped,2025-07-22 07:06:46.325
dfcfe64d-8374-432c-9612-b521144b7955,f746d1b3-1bbe-4aa0-9369-744f8195664f,2025-06-29,delivered,2025-07-22 07:06:46.325
ef80e220-b0e0-4bd8-b0d1-0af7b8cb8e32,ef51272f-1679-4d9a-9952-631f0343749c,2025-07-05,shipped,2025-07-22 07:06:46.325
ddf6cbd3-10ce-477f-bc22-37020d226dee,9b1a2250-5c4b-4190-b060-c7a30118cdbe,2025-07-21,shipped,2025-07-22 07:06:46.326
819c48fc-396f-4c05-b330-0eaaf98ff803,6f4d1cb7-81df-4631-be4e-7c938be40dc2,2025-06-24,delivered,2025-07-22 07:06:46.326
f3a9dab2-b061-4905-a5d9-57ff05b53a8c,cee9241d-6458-447c-bb99-eb3a20927115,2025-07-02,delivered,2025-07-22 07:06:46.326
1518573e-4f86-4a36-b44f-8d7573ebde65,92ae969f-f131-4581-8373-267e969246ec,2025-07-02,shipped,2025-07-22 07:06:46.326
bfccee50-c7aa-4696-a311-d2cde2bfd9f3,a692c720-7e74-4452-8fe4-47ddf7be921c,2025-07-12,shipped,2025-07-22 07:06:46.326
11f9cb78-8942-44cf-a1e9-5def53dea1a5,c6b0b14d-d496-409c-86e8-47d29ab25ff2,2025-07-20,delivered,2025-07-22 07:06:46.326
90bfd469-70ae-4185-a190-d11888f21cd7,9506bf76-4504-48c3-880d-c2f1de0b561e,2025-07-12,shipped,2025-07-22 07:06:46.326
752693ab-03e6-4aec-86ef-911c0d857831,9515dd7d-2853-493b-8d22-27b948e6880c,2025-07-08,refunded,2025-07-22 07:06:46.326
719ef334-0f0a-44ae-b92d-237426206517,c9fa1e45-1771-42a5-9ed0-751fc2981d88,2025-07-20,shipped,2025-07-22 07:06:46.327
0e776b51-f1c0-4d30-9746-67d4611e422f,50b6b2de-0d87-49d2-b7ea-6a54d204756a,2025-07-01,shipped,2025-07-22 07:06:46.327
779c107a-5441-40b5-b75b-22c65468ad44,2468c1f7-d65e-447d-ba8b-b51a77693cff,2025-06-23,shipped,2025-07-22 07:06:46.327
eed3586a-e4b1-47ea-8442-b8e6d9cf69ae,5c77f914-a213-456d-a21e-9efbc168ad17,2025-07-17,delivered,2025-07-22 07:06:46.327
1248e7aa-eac8-4ccc-800c-179d5ed9bebf,77f31bfd-ffad-46db-ba8c-ed2a53771c4d,2025-06-23,refunded,2025-07-22 07:06:46.327
e10b24a9-3d66-46b0-a2c2-ef3cbc5b26df,ac6dafe5-8f44-447e-b709-9e59c44a26ca,2025-07-08,shipped,2025-07-22 07:06:46.327
842413b7-7ad5-419b-9b80-0bd8710050de,889bec88-c96f-4cb2-93fb-e976e1b67b43,2025-06-24,shipped,2025-07-22 07:06:46.327
bbeecace-31c9-4ce0-a435-98671aaca66b,510be044-de64-4dcb-8ac7-8fd6155fd99c,2025-07-19,shipped,2025-07-22 07:06:46.327
549fb240-02f3-401f-b54b-563908dab719,29c51378-e233-4cfc-9df9-ebfa0b22d1af,2025-06-25,shipped,2025-07-22 07:06:46.328
45a2f76e-2858-491f-adda-281444f7c4eb,bda67160-f925-4441-85aa-7078bbefb091,2025-07-09,shipped,2025-07-22 07:06:46.328
66bcb85f-609f-40fd-953f-3c81c94815fb,14506464-b7db-48e4-abb9-2a64b0a83a84,2025-07-20,delivered,2025-07-22 07:06:46.328
ed9af731-1a26-4b07-be87-9acaa8a23503,0283c72b-1689-4654-980f-ba71e9856b95,2025-07-18,delivered,2025-07-22 07:06:46.328
4bd967f1-b06e-412d-bf98-9d322f19c471,5d57c29b-a73f-4770-8b51-f8d1116de230,2025-07-11,shipped,2025-07-22 07:06:46.328
2e2039e6-da2e-4ff5-b2c3-9dc87426664f,996338e8-adfb-4d27-937a-65f9403b807c,2025-07-21,shipped,2025-07-22 07:06:46.328
164e66af-2d23-4419-965e-3ca706af8cf9,538dd08b-f75d-4d35-8cf3-2b57c30bc235,2025-07-19,shipped,2025-07-22 07:06:46.328
85c686ad-28a5-4cd2-ab2f-a47e07f250e0,ae305f84-11ed-4bd7-8364-25fee72b627d,2025-07-11,delivered,2025-07-22 07:06:46.329
7388f70f-c6cc-47f0-9945-aded6c5fe114,d8e3b352-f328-410d-809b-f8ffd9aa0072,2025-06-23,shipped,2025-07-22 07:06:46.329
76bb704b-b7a1-4a60-8ac5-aac2a41ded14,db4d44b5-8f97-44bb-8794-5b50bc1165c8,2025-07-09,shipped,2025-07-22 07:06:46.329
21039d5e-3173-4ddd-97cc-95ae0ef9596a,004028a4-f890-4d32-bb35-a0af3016e810,2025-07-20,shipped,2025-07-22 07:06:46.329
efce0c2c-568f-4e9b-8bb4-a37547e55c84,d0021d73-98dd-4860-a417-b6348cd8bb72,2025-07-12,delivered,2025-07-22 07:06:46.329
